elecro_idx,trial_idx,sub_trial_idx,B1_P,B1_RP,B2_P,B2_RP,B3_P,B3_RP,B4_P,B4_RP,B5_P,B5_RP
0,0,0,89.8423499522261,0.0767662895361132,33.28075330924949,0.02843692251901633,8.163627050963388,0.0069754559869854935,2.251140970767361,0.0019234997708811854,0.3999365719967398,0.00034172800130793544
0,0,1,137.41014178879996,0.17680473813746025,33.948132641530606,0.04368084206744347,7.5869485233416185,0.009762077452722206,2.069018830665367,0.002662193108857421,0.415430820749067,0.0005345321423920964
0,0,2,106.55806855745442,0.15175900619795124,36.607265940084766,0.05213572631241852,6.905103693389188,0.009834184200115531,1.632022913640718,0.0023243117937414397,0.45860967986420464,0.0006531476235553768
0,1,0,92.12766996259586,0.049519771117228106,28.97125736654659,0.015572412005558898,4.948554126856919,0.0026599095344825375,1.4719549409401582,0.0007911941309253081,0.6153023366029586,0.00033073267660893764
0,1,1,225.05495892981645,0.040249577499734845,51.826475095721264,0.009268819206751315,9.246803335726685,0.0016537290680282344,1.489597764653349,0.00026640461937363477,0.3746564408962323,6.70048041835433e-05
0,1,2,302.39534679142355,0.07552375616423712,45.42003175630039,0.011343730780688144,6.246711619602786,0.0015601269338069322,2.2711212748838303,0.0005672164310849854,0.44933792961873387,0.000112222918083708
0,2,0,406.34102425069256,0.10819301960737839,23.972070995419717,0.00638284247085222,6.834062630765853,0.0018196485909144373,1.8783581920206323,0.0005001346961550898,0.5200423176324551,0.0001384673102402823
0,2,1,66.8730541139132,0.05941477130815176,44.41171430371391,0.039458521578262115,7.051960840679524,0.006265462915889809,1.291217444447682,0.001147209293600871,0.398179869106069,0.0003537712786699958
0,2,2,122.29209093153656,0.17758769820876902,39.26089575410667,0.05701310733569475,10.791452204788893,0.01567091659632584,1.8484154087901716,0.0026841951534252255,0.5417168150075136,0.0007866595584830363
0,4,0,96.31496044494745,0.07285618108415033,26.897751872970034,0.020346449525188482,11.684123372448427,0.008838300969029904,3.0505774684919285,0.002307569077835155,0.8813819907623754,0.0006667097782799445
0,4,1,223.43460657657548,0.15206049907321842,50.89538601896467,0.03463732819703335,8.720118100874867,0.005934557456040259,1.3369504941667387,0.0009098740902050294,0.3854660586340631,0.00026233251039200085
0,4,2,171.22954984540266,0.21222700262930946,27.079719611756957,0.033563410815680594,10.054452058044,0.012461787263269273,2.5324915920782503,0.0031388454869848816,0.4484767589842118,0.0005558554489809749
0,5,0,241.22327885531337,0.18446163629107112,74.94261290730162,0.05730805530216225,19.57448348445337,0.014968461046666033,2.042265942264096,0.001561705483978266,0.3880270871827414,0.00029672141000089056
0,5,1,270.0390508342087,0.06223504781304036,40.06316348364476,0.009233230850293107,10.746387095063465,0.002476685918620443,1.2008761525633351,0.0002767621369629383,0.23521159386350943,5.420847371910011e-05
0,5,2,228.40203273253954,0.16982216907774966,54.82442235396142,0.04076322006068546,9.120877133608982,0.006781582108487319,1.052260676826801,0.0007823800359220271,0.2912191627565876,0.0002165281512806965
0,6,0,198.02404021639484,0.06743300206242775,67.56888113457991,0.023009188661765476,7.252033754697803,0.0024695305004530706,1.3914344376827872,0.0004738242952899216,0.4964705868144327,0.0001690628171610277
0,6,1,257.328208696568,0.19322290396590686,48.76719507713396,0.0366183680320368,7.5131517591067345,0.005641484111611608,1.5309876207493978,0.001149589761322574,0.3839061992763392,0.0002882679324215018
0,6,2,128.62274912744036,0.11866342728143263,34.82456342205052,0.0321280805866287,5.878477598474633,0.005423304227007133,1.6400282291985238,0.0015130400480102737,0.32811345594523034,0.00030270747191882237
0,9,0,214.89377562078215,0.08196098348501565,29.176329041010362,0.011127919437292305,7.6559714583515515,0.002920005237224836,1.601365223820449,0.0006107644034075652,0.381298395736691,0.00014542809081165208
